741953.9050142128,384073.87760795275
128870.85173239029,417524.85550422675
790780.8258242697,267528.4115745698
902895.3367177395,285480.34167648794
790147.3195271983,864784.3743961892
373725.3465615608,92133.91079055364
957757.4819236024,167252.14511904292
3480.5674288243818,377118.9329704999
551784.1280042339,377649.23544536764
912522.2100158487,112461.84186412775
406459.83668114524,774635.5813616334
197727.03113358488,981971.8292375925
399488.3804687694,932478.2211725473
182252.89886692617,152772.0368769143
709361.0925297579,362198.8960892858
630758.5177544764,145035.41538166694
57335.603169416296,950201.5209804068
451466.7324450921,771639.2018640983
915596.3062881214,815897.7241894299
484156.00900070264,713280.5346241012
704015.966296765,966952.0655078725
910254.7898028928,200966.86262347936
244254.44940528303,927088.8413571987
57483.05425317698,632495.1328162319
4291.889950625876,324148.7997925674
488640.70285464963,51780.80734149024
264646.63520297,400057.02527081454
850803.4091824924,762904.3019123538
391906.9039836404,258037.57721244532
426452.06961185817,595589.4968460102
240124.52324567098,672669.5744462652
330358.3538022799,201692.5348625359
431049.9039946199,191483.90784267586
923563.6775556516,890419.9728327693
835649.5010988322,412855.7012497841
573704.0900884112,153141.63375362096
931339.2890319388,31106.148959061913
246743.1180005619,162402.47621508793
335293.45855038025,911386.1704639181
317566.7899599674,289898.67406955746
455643.16310888896,151930.32028619744
73020.64906886448,675024.8693237407
992038.242165758,371227.5282573447
904075.6031517145,352493.5852066724
568597.3242664734,277406.1495115499
198647.41761224554,578558.0522151242
678492.244729513,528004.7631231012
400183.5770526973,602609.9030803759
491779.1171480444,740880.1018813595
904477.7839712283,739640.3945982467
716513.2322079589,564728.2774311214
982427.5975082762,220726.90715596307
46634.640596707715,586.3780767935967
38170.20458784945,175582.22914446995
781722.6757851539,196704.65437644656
374059.84426066274,43893.8927049469
714635.0338721356,366649.01116098935
475039.0801757227,669697.8789971989
769777.7698216434,665215.030764941
491702.1780579088,155678.10278102753
798022.884576034,337129.36792057886
63273.52646819415,343284.53580497886
793069.5198752418,970063.5167997241
877672.3609710515,951545.3363410028
283484.8329716044,805328.0411093041
164254.58820352177,277329.83168491995
455995.24763029884,289979.74701490044
785405.0263522632,569977.6920064291
53601.43337305242,505691.4951829264
34146.89891588682,79716.74625490585
778550.9062110977,372557.6425846919
733482.4807206597,559984.4591676248
507037.61746686534,540236.1413945791
558608.166637066,398281.33991120296
563482.0224496556,513567.65132934577
422101.8381606097,895604.8462069408
650283.6348512359,445630.6195740576
390253.0835659298,208470.3501753554
816885.5878121501,663364.963316247
618228.224704287,610158.6426706155
470135.61479123763,71326.96454545904
432066.5116315827,779988.0691020662
777964.7282199706,700295.5518072989
857260.8933793181,919625.6233297213
518433.0863349959,767914.8145903817
266505.04585097986,536096.5780110066
654808.3664051126,847525.3079813262
708866.5004840796,794714.4531909281
136938.45650178345,625398.6538650345
435531.0363132572,341986.8862741949
180987.84436133748,1611.1983026788337
346036.15224335244,339490.1869371374
629981.0048361052,160830.40163800586
33410.16515675496,510288.9130034662
64449.290118641504,640899.320269587
620449.980279638,907645.4423080924
136072.76303390056,772262.9856189282
745323.8678696802,575153.2382098584
816251.150410702,336336.65547090495
307525.40541923064,25217.602205671345
293340.8505796435,413564.99791503506
444309.92639754474,981859.2497280688
323077.08029107336,212254.57715376958
324471.50154057576,925491.4214386661
